"event","metric","DOY","taxon","sample_size","frst_hrb","lst_hrb","est_duration"
"estimate","onset",122,"Packera neomexicana",13,151,212,101
"estimate","tenth",153,"Packera neomexicana",13,151,212,101
"estimate","fifty",187,"Packera neomexicana",13,151,212,101
"estimate","ninety",211,"Packera neomexicana",13,151,212,101
"estimate","end",223,"Packera neomexicana",13,151,212,101
"low_ci","onset",109,"Packera neomexicana",13,151,212,101
"low_ci","tenth",143,"Packera neomexicana",13,151,212,101
"low_ci","fifty",177,"Packera neomexicana",13,151,212,101
"low_ci","ninety",198,"Packera neomexicana",13,151,212,101
"low_ci","end",206,"Packera neomexicana",13,151,212,101
"high_ci","onset",141,"Packera neomexicana",13,151,212,101
"high_ci","tenth",170,"Packera neomexicana",13,151,212,101
"high_ci","fifty",196,"Packera neomexicana",13,151,212,101
"high_ci","ninety",217,"Packera neomexicana",13,151,212,101
"high_ci","end",233,"Packera neomexicana",13,151,212,101
"estimate","onset",166,"Packera porteri",15,182,231,77
"estimate","tenth",194,"Packera porteri",15,182,231,77
"estimate","fifty",217,"Packera porteri",15,182,231,77
"estimate","ninety",233,"Packera porteri",15,182,231,77
"estimate","end",243,"Packera porteri",15,182,231,77
"low_ci","onset",150,"Packera porteri",15,182,231,77
"low_ci","tenth",179,"Packera porteri",15,182,231,77
"low_ci","fifty",210,"Packera porteri",15,182,231,77
"low_ci","ninety",229,"Packera porteri",15,182,231,77
"low_ci","end",237,"Packera porteri",15,182,231,77
"high_ci","onset",194,"Packera porteri",15,182,231,77
"high_ci","tenth",208,"Packera porteri",15,182,231,77
"high_ci","fifty",224,"Packera porteri",15,182,231,77
"high_ci","ninety",236,"Packera porteri",15,182,231,77
"high_ci","end",248,"Packera porteri",15,182,231,77
"estimate","onset",127,"Packera streptanthifolia",19,161,221,98
"estimate","tenth",158,"Packera streptanthifolia",19,161,221,98
"estimate","fifty",188,"Packera streptanthifolia",19,161,221,98
"estimate","ninety",210,"Packera streptanthifolia",19,161,221,98
"estimate","end",225,"Packera streptanthifolia",19,161,221,98
"low_ci","onset",113,"Packera streptanthifolia",19,161,221,98
"low_ci","tenth",148,"Packera streptanthifolia",19,161,221,98
"low_ci","fifty",180,"Packera streptanthifolia",19,161,221,98
"low_ci","ninety",198,"Packera streptanthifolia",19,161,221,98
"low_ci","end",209,"Packera streptanthifolia",19,161,221,98
"high_ci","onset",145,"Packera streptanthifolia",19,161,221,98
"high_ci","tenth",168,"Packera streptanthifolia",19,161,221,98
"high_ci","fifty",195,"Packera streptanthifolia",19,161,221,98
"high_ci","ninety",218,"Packera streptanthifolia",19,161,221,98
"high_ci","end",235,"Packera streptanthifolia",19,161,221,98
"estimate","onset",134,"Packera werneriifolia",85,151,230,96
"estimate","tenth",167,"Packera werneriifolia",85,151,230,96
"estimate","fifty",195,"Packera werneriifolia",85,151,230,96
"estimate","ninety",216,"Packera werneriifolia",85,151,230,96
"estimate","end",230,"Packera werneriifolia",85,151,230,96
"low_ci","onset",129,"Packera werneriifolia",85,151,230,96
"low_ci","tenth",160,"Packera werneriifolia",85,151,230,96
"low_ci","fifty",191,"Packera werneriifolia",85,151,230,96
"low_ci","ninety",212,"Packera werneriifolia",85,151,230,96
"low_ci","end",223,"Packera werneriifolia",85,151,230,96
"high_ci","onset",144,"Packera werneriifolia",85,151,230,96
"high_ci","tenth",171,"Packera werneriifolia",85,151,230,96
"high_ci","fifty",198,"Packera werneriifolia",85,151,230,96
"high_ci","ninety",219,"Packera werneriifolia",85,151,230,96
"high_ci","end",232,"Packera werneriifolia",85,151,230,96
"estimate","onset",167,"Papaver radicatum",27,180,223,59
"estimate","tenth",187,"Papaver radicatum",27,180,223,59
"estimate","fifty",205,"Papaver radicatum",27,180,223,59
"estimate","ninety",218,"Papaver radicatum",27,180,223,59
"estimate","end",226,"Papaver radicatum",27,180,223,59
"low_ci","onset",156,"Papaver radicatum",27,180,223,59
"low_ci","tenth",181,"Papaver radicatum",27,180,223,59
"low_ci","fifty",201,"Papaver radicatum",27,180,223,59
"low_ci","ninety",213,"Papaver radicatum",27,180,223,59
"low_ci","end",219,"Papaver radicatum",27,180,223,59
"high_ci","onset",179,"Papaver radicatum",27,180,223,59
"high_ci","tenth",194,"Papaver radicatum",27,180,223,59
"high_ci","fifty",209,"Papaver radicatum",27,180,223,59
"high_ci","ninety",220,"Papaver radicatum",27,180,223,59
"high_ci","end",229,"Papaver radicatum",27,180,223,59
"estimate","onset",180,"Parnassia fimbriata",27,197,240,62
"estimate","tenth",202,"Parnassia fimbriata",27,197,240,62
"estimate","fifty",222,"Parnassia fimbriata",27,197,240,62
"estimate","ninety",236,"Parnassia fimbriata",27,197,240,62
"estimate","end",242,"Parnassia fimbriata",27,197,240,62
"low_ci","onset",170,"Parnassia fimbriata",27,197,240,62
"low_ci","tenth",196,"Parnassia fimbriata",27,197,240,62
"low_ci","fifty",217,"Parnassia fimbriata",27,197,240,62
"low_ci","ninety",232,"Parnassia fimbriata",27,197,240,62
"low_ci","end",239,"Parnassia fimbriata",27,197,240,62
"high_ci","onset",193,"Parnassia fimbriata",27,197,240,62
"high_ci","tenth",211,"Parnassia fimbriata",27,197,240,62
"high_ci","fifty",226,"Parnassia fimbriata",27,197,240,62
"high_ci","ninety",238,"Parnassia fimbriata",27,197,240,62
"high_ci","end",247,"Parnassia fimbriata",27,197,240,62
"estimate","onset",125,"Paxistima myrsinites",27,155,233,111
"estimate","tenth",160,"Paxistima myrsinites",27,155,233,111
"estimate","fifty",191,"Paxistima myrsinites",27,155,233,111
"estimate","ninety",219,"Paxistima myrsinites",27,155,233,111
"estimate","end",236,"Paxistima myrsinites",27,155,233,111
"low_ci","onset",115,"Paxistima myrsinites",27,155,233,111
"low_ci","tenth",152,"Paxistima myrsinites",27,155,233,111
"low_ci","fifty",186,"Paxistima myrsinites",27,155,233,111
"low_ci","ninety",207,"Paxistima myrsinites",27,155,233,111
"low_ci","end",215,"Paxistima myrsinites",27,155,233,111
"high_ci","onset",140,"Paxistima myrsinites",27,155,233,111
"high_ci","tenth",169,"Paxistima myrsinites",27,155,233,111
"high_ci","fifty",200,"Paxistima myrsinites",27,155,233,111
"high_ci","ninety",226,"Paxistima myrsinites",27,155,233,111
"high_ci","end",246,"Paxistima myrsinites",27,155,233,111
"estimate","onset",154,"Pedicularis bracteosa",37,172,223,69
"estimate","tenth",176,"Pedicularis bracteosa",37,172,223,69
"estimate","fifty",199,"Pedicularis bracteosa",37,172,223,69
"estimate","ninety",215,"Pedicularis bracteosa",37,172,223,69
"estimate","end",223,"Pedicularis bracteosa",37,172,223,69
"low_ci","onset",144,"Pedicularis bracteosa",37,172,223,69
"low_ci","tenth",170,"Pedicularis bracteosa",37,172,223,69
"low_ci","fifty",195,"Pedicularis bracteosa",37,172,223,69
"low_ci","ninety",209,"Pedicularis bracteosa",37,172,223,69
"low_ci","end",218,"Pedicularis bracteosa",37,172,223,69
"high_ci","onset",161,"Pedicularis bracteosa",37,172,223,69
"high_ci","tenth",181,"Pedicularis bracteosa",37,172,223,69
"high_ci","fifty",202,"Pedicularis bracteosa",37,172,223,69
"high_ci","ninety",218,"Pedicularis bracteosa",37,172,223,69
"high_ci","end",229,"Pedicularis bracteosa",37,172,223,69
"estimate","onset",158,"Pedicularis groenlandica",57,174,224,66
"estimate","tenth",179,"Pedicularis groenlandica",57,174,224,66
"estimate","fifty",201,"Pedicularis groenlandica",57,174,224,66
"estimate","ninety",214,"Pedicularis groenlandica",57,174,224,66
"estimate","end",224,"Pedicularis groenlandica",57,174,224,66
"low_ci","onset",153,"Pedicularis groenlandica",57,174,224,66
"low_ci","tenth",177,"Pedicularis groenlandica",57,174,224,66
"low_ci","fifty",198,"Pedicularis groenlandica",57,174,224,66
"low_ci","ninety",211,"Pedicularis groenlandica",57,174,224,66
"low_ci","end",219,"Pedicularis groenlandica",57,174,224,66
"high_ci","onset",166,"Pedicularis groenlandica",57,174,224,66
"high_ci","tenth",185,"Pedicularis groenlandica",57,174,224,66
"high_ci","fifty",203,"Pedicularis groenlandica",57,174,224,66
"high_ci","ninety",218,"Pedicularis groenlandica",57,174,224,66
"high_ci","end",227,"Pedicularis groenlandica",57,174,224,66
"estimate","onset",155,"Pedicularis parryi",59,174,212,61
"estimate","tenth",179,"Pedicularis parryi",59,174,212,61
"estimate","fifty",196,"Pedicularis parryi",59,174,212,61
"estimate","ninety",208,"Pedicularis parryi",59,174,212,61
"estimate","end",216,"Pedicularis parryi",59,174,212,61
"low_ci","onset",151,"Pedicularis parryi",59,174,212,61
"low_ci","tenth",173,"Pedicularis parryi",59,174,212,61
"low_ci","fifty",193,"Pedicularis parryi",59,174,212,61
"low_ci","ninety",206,"Pedicularis parryi",59,174,212,61
"low_ci","end",213,"Pedicularis parryi",59,174,212,61
"high_ci","onset",163,"Pedicularis parryi",59,174,212,61
"high_ci","tenth",181,"Pedicularis parryi",59,174,212,61
"high_ci","fifty",198,"Pedicularis parryi",59,174,212,61
"high_ci","ninety",210,"Pedicularis parryi",59,174,212,61
"high_ci","end",218,"Pedicularis parryi",59,174,212,61
"estimate","onset",161,"Pedicularis procera",15,184,223,64
"estimate","tenth",183,"Pedicularis procera",15,184,223,64
"estimate","fifty",204,"Pedicularis procera",15,184,223,64
"estimate","ninety",217,"Pedicularis procera",15,184,223,64
"estimate","end",225,"Pedicularis procera",15,184,223,64
"low_ci","onset",152,"Pedicularis procera",15,184,223,64
"low_ci","tenth",177,"Pedicularis procera",15,184,223,64
"low_ci","fifty",198,"Pedicularis procera",15,184,223,64
"low_ci","ninety",208,"Pedicularis procera",15,184,223,64
"low_ci","end",213,"Pedicularis procera",15,184,223,64
"high_ci","onset",175,"Pedicularis procera",15,184,223,64
"high_ci","tenth",191,"Pedicularis procera",15,184,223,64
"high_ci","fifty",208,"Pedicularis procera",15,184,223,64
"high_ci","ninety",222,"Pedicularis procera",15,184,223,64
"high_ci","end",230,"Pedicularis procera",15,184,223,64
"estimate","onset",172,"Pedicularis racemosa",40,178,223,52
"estimate","tenth",189,"Pedicularis racemosa",40,178,223,52
"estimate","fifty",206,"Pedicularis racemosa",40,178,223,52
"estimate","ninety",217,"Pedicularis racemosa",40,178,223,52
"estimate","end",224,"Pedicularis racemosa",40,178,223,52
"low_ci","onset",163,"Pedicularis racemosa",40,178,223,52
"low_ci","tenth",185,"Pedicularis racemosa",40,178,223,52
"low_ci","fifty",203,"Pedicularis racemosa",40,178,223,52
"low_ci","ninety",214,"Pedicularis racemosa",40,178,223,52
"low_ci","end",221,"Pedicularis racemosa",40,178,223,52
"high_ci","onset",178,"Pedicularis racemosa",40,178,223,52
"high_ci","tenth",194,"Pedicularis racemosa",40,178,223,52
"high_ci","fifty",209,"Pedicularis racemosa",40,178,223,52
"high_ci","ninety",220,"Pedicularis racemosa",40,178,223,52
"high_ci","end",227,"Pedicularis racemosa",40,178,223,52
"estimate","onset",172,"Pedicularis sudetica",30,183,221,47
"estimate","tenth",188,"Pedicularis sudetica",30,183,221,47
"estimate","fifty",203,"Pedicularis sudetica",30,183,221,47
"estimate","ninety",214,"Pedicularis sudetica",30,183,221,47
"estimate","end",219,"Pedicularis sudetica",30,183,221,47
"low_ci","onset",163,"Pedicularis sudetica",30,183,221,47
"low_ci","tenth",183,"Pedicularis sudetica",30,183,221,47
"low_ci","fifty",200,"Pedicularis sudetica",30,183,221,47
"low_ci","ninety",210,"Pedicularis sudetica",30,183,221,47
"low_ci","end",215,"Pedicularis sudetica",30,183,221,47
"high_ci","onset",180,"Pedicularis sudetica",30,183,221,47
"high_ci","tenth",193,"Pedicularis sudetica",30,183,221,47
"high_ci","fifty",206,"Pedicularis sudetica",30,183,221,47
"high_ci","ninety",217,"Pedicularis sudetica",30,183,221,47
"high_ci","end",223,"Pedicularis sudetica",30,183,221,47
"estimate","onset",140,"Penstemon caespitosus",33,151,193,56
"estimate","tenth",159,"Penstemon caespitosus",33,151,193,56
"estimate","fifty",177,"Penstemon caespitosus",33,151,193,56
"estimate","ninety",189,"Penstemon caespitosus",33,151,193,56
"estimate","end",196,"Penstemon caespitosus",33,151,193,56
"low_ci","onset",130,"Penstemon caespitosus",33,151,193,56
"low_ci","tenth",153,"Penstemon caespitosus",33,151,193,56
"low_ci","fifty",173,"Penstemon caespitosus",33,151,193,56
"low_ci","ninety",185,"Penstemon caespitosus",33,151,193,56
"low_ci","end",192,"Penstemon caespitosus",33,151,193,56
"high_ci","onset",148,"Penstemon caespitosus",33,151,193,56
"high_ci","tenth",164,"Penstemon caespitosus",33,151,193,56
"high_ci","fifty",180,"Penstemon caespitosus",33,151,193,56
"high_ci","ninety",191,"Penstemon caespitosus",33,151,193,56
"high_ci","end",199,"Penstemon caespitosus",33,151,193,56
"estimate","onset",145,"Penstemon crandallii",22,159,204,72
"estimate","tenth",170,"Penstemon crandallii",22,159,204,72
"estimate","fifty",192,"Penstemon crandallii",22,159,204,72
"estimate","ninety",210,"Penstemon crandallii",22,159,204,72
"estimate","end",217,"Penstemon crandallii",22,159,204,72
"low_ci","onset",130,"Penstemon crandallii",22,159,204,72
"low_ci","tenth",158,"Penstemon crandallii",22,159,204,72
"low_ci","fifty",185,"Penstemon crandallii",22,159,204,72
"low_ci","ninety",205,"Penstemon crandallii",22,159,204,72
"low_ci","end",212,"Penstemon crandallii",22,159,204,72
"high_ci","onset",169,"Penstemon crandallii",22,159,204,72
"high_ci","tenth",182,"Penstemon crandallii",22,159,204,72
"high_ci","fifty",198,"Penstemon crandallii",22,159,204,72
"high_ci","ninety",210,"Penstemon crandallii",22,159,204,72
"high_ci","end",221,"Penstemon crandallii",22,159,204,72
"estimate","onset",176,"Penstemon harbourii",36,184,227,51
"estimate","tenth",195,"Penstemon harbourii",36,184,227,51
"estimate","fifty",210,"Penstemon harbourii",36,184,227,51
"estimate","ninety",221,"Penstemon harbourii",36,184,227,51
"estimate","end",227,"Penstemon harbourii",36,184,227,51
"low_ci","onset",168,"Penstemon harbourii",36,184,227,51
"low_ci","tenth",189,"Penstemon harbourii",36,184,227,51
"low_ci","fifty",206,"Penstemon harbourii",36,184,227,51
"low_ci","ninety",217,"Penstemon harbourii",36,184,227,51
"low_ci","end",223,"Penstemon harbourii",36,184,227,51
"high_ci","onset",183,"Penstemon harbourii",36,184,227,51
"high_ci","tenth",199,"Penstemon harbourii",36,184,227,51
"high_ci","fifty",212,"Penstemon harbourii",36,184,227,51
"high_ci","ninety",223,"Penstemon harbourii",36,184,227,51
"high_ci","end",230,"Penstemon harbourii",36,184,227,51
"estimate","onset",159,"Penstemon mensarum",22,166,216,58
"estimate","tenth",181,"Penstemon mensarum",22,166,216,58
"estimate","fifty",196,"Penstemon mensarum",22,166,216,58
"estimate","ninety",208,"Penstemon mensarum",22,166,216,58
"estimate","end",217,"Penstemon mensarum",22,166,216,58
"low_ci","onset",150,"Penstemon mensarum",22,166,216,58
"low_ci","tenth",173,"Penstemon mensarum",22,166,216,58
"low_ci","fifty",193,"Penstemon mensarum",22,166,216,58
"low_ci","ninety",202,"Penstemon mensarum",22,166,216,58
"low_ci","end",206,"Penstemon mensarum",22,166,216,58
"high_ci","onset",172,"Penstemon mensarum",22,166,216,58
"high_ci","tenth",186,"Penstemon mensarum",22,166,216,58
"high_ci","fifty",201,"Penstemon mensarum",22,166,216,58
"high_ci","ninety",214,"Penstemon mensarum",22,166,216,58
"high_ci","end",221,"Penstemon mensarum",22,166,216,58
"estimate","onset",153,"Penstemon rydbergii",27,180,222,68
"estimate","tenth",177,"Penstemon rydbergii",27,180,222,68
"estimate","fifty",198,"Penstemon rydbergii",27,180,222,68
"estimate","ninety",212,"Penstemon rydbergii",27,180,222,68
"estimate","end",221,"Penstemon rydbergii",27,180,222,68
"low_ci","onset",148,"Penstemon rydbergii",27,180,222,68
"low_ci","tenth",173,"Penstemon rydbergii",27,180,222,68
"low_ci","fifty",194,"Penstemon rydbergii",27,180,222,68
"low_ci","ninety",204,"Penstemon rydbergii",27,180,222,68
"low_ci","end",209,"Penstemon rydbergii",27,180,222,68
"high_ci","onset",170,"Penstemon rydbergii",27,180,222,68
"high_ci","tenth",185,"Penstemon rydbergii",27,180,222,68
"high_ci","fifty",202,"Penstemon rydbergii",27,180,222,68
"high_ci","ninety",215,"Penstemon rydbergii",27,180,222,68
"high_ci","end",224,"Penstemon rydbergii",27,180,222,68
"estimate","onset",150,"Penstemon strictus",58,156,217,64
"estimate","tenth",172,"Penstemon strictus",58,156,217,64
"estimate","fifty",191,"Penstemon strictus",58,156,217,64
"estimate","ninety",206,"Penstemon strictus",58,156,217,64
"estimate","end",214,"Penstemon strictus",58,156,217,64
"low_ci","onset",144,"Penstemon strictus",58,156,217,64
"low_ci","tenth",168,"Penstemon strictus",58,156,217,64
"low_ci","fifty",189,"Penstemon strictus",58,156,217,64
"low_ci","ninety",202,"Penstemon strictus",58,156,217,64
"low_ci","end",209,"Penstemon strictus",58,156,217,64
"high_ci","onset",156,"Penstemon strictus",58,156,217,64
"high_ci","tenth",176,"Penstemon strictus",58,156,217,64
"high_ci","fifty",194,"Penstemon strictus",58,156,217,64
"high_ci","ninety",209,"Penstemon strictus",58,156,217,64
"high_ci","end",218,"Penstemon strictus",58,156,217,64
"estimate","onset",163,"Penstemon whippleanus",79,178,224,61
"estimate","tenth",184,"Penstemon whippleanus",79,178,224,61
"estimate","fifty",203,"Penstemon whippleanus",79,178,224,61
"estimate","ninety",217,"Penstemon whippleanus",79,178,224,61
"estimate","end",224,"Penstemon whippleanus",79,178,224,61
"low_ci","onset",159,"Penstemon whippleanus",79,178,224,61
"low_ci","tenth",181,"Penstemon whippleanus",79,178,224,61
"low_ci","fifty",201,"Penstemon whippleanus",79,178,224,61
"low_ci","ninety",213,"Penstemon whippleanus",79,178,224,61
"low_ci","end",221,"Penstemon whippleanus",79,178,224,61
"high_ci","onset",168,"Penstemon whippleanus",79,178,224,61
"high_ci","tenth",187,"Penstemon whippleanus",79,178,224,61
"high_ci","fifty",205,"Penstemon whippleanus",79,178,224,61
"high_ci","ninety",218,"Penstemon whippleanus",79,178,224,61
"high_ci","end",227,"Penstemon whippleanus",79,178,224,61
"estimate","onset",128,"Phacelia hastata",14,158,238,119
"estimate","tenth",174,"Phacelia hastata",14,158,238,119
"estimate","fifty",202,"Phacelia hastata",14,158,238,119
"estimate","ninety",228,"Phacelia hastata",14,158,238,119
"estimate","end",247,"Phacelia hastata",14,158,238,119
"low_ci","onset",114,"Phacelia hastata",14,158,238,119
"low_ci","tenth",154,"Phacelia hastata",14,158,238,119
"low_ci","fifty",193,"Phacelia hastata",14,158,238,119
"low_ci","ninety",216,"Phacelia hastata",14,158,238,119
"low_ci","end",227,"Phacelia hastata",14,158,238,119
"high_ci","onset",155,"Phacelia hastata",14,158,238,119
"high_ci","tenth",184,"Phacelia hastata",14,158,238,119
"high_ci","fifty",213,"Phacelia hastata",14,158,238,119
"high_ci","ninety",237,"Phacelia hastata",14,158,238,119
"high_ci","end",256,"Phacelia hastata",14,158,238,119
"estimate","onset",160,"Phacelia heterophylla",12,169,210,57
"estimate","tenth",178,"Phacelia heterophylla",12,169,210,57
"estimate","fifty",199,"Phacelia heterophylla",12,169,210,57
"estimate","ninety",210,"Phacelia heterophylla",12,169,210,57
"estimate","end",217,"Phacelia heterophylla",12,169,210,57
"low_ci","onset",144,"Phacelia heterophylla",12,169,210,57
"low_ci","tenth",167,"Phacelia heterophylla",12,169,210,57
"low_ci","fifty",191,"Phacelia heterophylla",12,169,210,57
"low_ci","ninety",204,"Phacelia heterophylla",12,169,210,57
"low_ci","end",210,"Phacelia heterophylla",12,169,210,57
"high_ci","onset",178,"Phacelia heterophylla",12,169,210,57
"high_ci","tenth",192,"Phacelia heterophylla",12,169,210,57
"high_ci","fifty",203,"Phacelia heterophylla",12,169,210,57
"high_ci","ninety",213,"Phacelia heterophylla",12,169,210,57
"high_ci","end",221,"Phacelia heterophylla",12,169,210,57
"estimate","onset",140,"Phacelia sericea",67,151,221,83
"estimate","tenth",167,"Phacelia sericea",67,151,221,83
"estimate","fifty",193,"Phacelia sericea",67,151,221,83
"estimate","ninety",211,"Phacelia sericea",67,151,221,83
"estimate","end",223,"Phacelia sericea",67,151,221,83
"low_ci","onset",130,"Phacelia sericea",67,151,221,83
"low_ci","tenth",161,"Phacelia sericea",67,151,221,83
"low_ci","fifty",188,"Phacelia sericea",67,151,221,83
"low_ci","ninety",207,"Phacelia sericea",67,151,221,83
"low_ci","end",218,"Phacelia sericea",67,151,221,83
"high_ci","onset",147,"Phacelia sericea",67,151,221,83
"high_ci","tenth",172,"Phacelia sericea",67,151,221,83
"high_ci","fifty",196,"Phacelia sericea",67,151,221,83
"high_ci","ninety",214,"Phacelia sericea",67,151,221,83
"high_ci","end",226,"Phacelia sericea",67,151,221,83
"estimate","onset",143,"Phlox condensata",36,171,221,77
"estimate","tenth",168,"Phlox condensata",36,171,221,77
"estimate","fifty",193,"Phlox condensata",36,171,221,77
"estimate","ninety",209,"Phlox condensata",36,171,221,77
"estimate","end",220,"Phlox condensata",36,171,221,77
"low_ci","onset",137,"Phlox condensata",36,171,221,77
"low_ci","tenth",164,"Phlox condensata",36,171,221,77
"low_ci","fifty",189,"Phlox condensata",36,171,221,77
"low_ci","ninety",205,"Phlox condensata",36,171,221,77
"low_ci","end",213,"Phlox condensata",36,171,221,77
"high_ci","onset",152,"Phlox condensata",36,171,221,77
"high_ci","tenth",175,"Phlox condensata",36,171,221,77
"high_ci","fifty",197,"Phlox condensata",36,171,221,77
"high_ci","ninety",214,"Phlox condensata",36,171,221,77
"high_ci","end",225,"Phlox condensata",36,171,221,77
"estimate","onset",121,"Phlox multiflora",15,151,191,74
"estimate","tenth",149,"Phlox multiflora",15,151,191,74
"estimate","fifty",170,"Phlox multiflora",15,151,191,74
"estimate","ninety",184,"Phlox multiflora",15,151,191,74
"estimate","end",195,"Phlox multiflora",15,151,191,74
"low_ci","onset",113,"Phlox multiflora",15,151,191,74
"low_ci","tenth",141,"Phlox multiflora",15,151,191,74
"low_ci","fifty",164,"Phlox multiflora",15,151,191,74
"low_ci","ninety",178,"Phlox multiflora",15,151,191,74
"low_ci","end",183,"Phlox multiflora",15,151,191,74
"high_ci","onset",139,"Phlox multiflora",15,151,191,74
"high_ci","tenth",157,"Phlox multiflora",15,151,191,74
"high_ci","fifty",175,"Phlox multiflora",15,151,191,74
"high_ci","ninety",191,"Phlox multiflora",15,151,191,74
"high_ci","end",200,"Phlox multiflora",15,151,191,74
"estimate","onset",147,"Physaria alpina",27,171,236,94
"estimate","tenth",173,"Physaria alpina",27,171,236,94
"estimate","fifty",205,"Physaria alpina",27,171,236,94
"estimate","ninety",225,"Physaria alpina",27,171,236,94
"estimate","end",241,"Physaria alpina",27,171,236,94
"low_ci","onset",132,"Physaria alpina",27,171,236,94
"low_ci","tenth",164,"Physaria alpina",27,171,236,94
"low_ci","fifty",198,"Physaria alpina",27,171,236,94
"low_ci","ninety",218,"Physaria alpina",27,171,236,94
"low_ci","end",230,"Physaria alpina",27,171,236,94
"high_ci","onset",157,"Physaria alpina",27,171,236,94
"high_ci","tenth",184,"Physaria alpina",27,171,236,94
"high_ci","fifty",210,"Physaria alpina",27,171,236,94
"high_ci","ninety",233,"Physaria alpina",27,171,236,94
"high_ci","end",248,"Physaria alpina",27,171,236,94
"estimate","onset",155,"Physaria floribunda",15,171,194,39
"estimate","tenth",169,"Physaria floribunda",15,171,194,39
"estimate","fifty",182,"Physaria floribunda",15,171,194,39
"estimate","ninety",190,"Physaria floribunda",15,171,194,39
"estimate","end",194,"Physaria floribunda",15,171,194,39
"low_ci","onset",150,"Physaria floribunda",15,171,194,39
"low_ci","tenth",166,"Physaria floribunda",15,171,194,39
"low_ci","fifty",179,"Physaria floribunda",15,171,194,39
"low_ci","ninety",185,"Physaria floribunda",15,171,194,39
"low_ci","end",189,"Physaria floribunda",15,171,194,39
"high_ci","onset",165,"Physaria floribunda",15,171,194,39
"high_ci","tenth",175,"Physaria floribunda",15,171,194,39
"high_ci","fifty",185,"Physaria floribunda",15,171,194,39
"high_ci","ninety",193,"Physaria floribunda",15,171,194,39
"high_ci","end",199,"Physaria floribunda",15,171,194,39
"estimate","onset",147,"Podistera eastwoodiae",29,155,228,83
"estimate","tenth",178,"Podistera eastwoodiae",29,155,228,83
"estimate","fifty",201,"Podistera eastwoodiae",29,155,228,83
"estimate","ninety",220,"Podistera eastwoodiae",29,155,228,83
"estimate","end",230,"Podistera eastwoodiae",29,155,228,83
"low_ci","onset",140,"Podistera eastwoodiae",29,155,228,83
"low_ci","tenth",170,"Podistera eastwoodiae",29,155,228,83
"low_ci","fifty",196,"Podistera eastwoodiae",29,155,228,83
"low_ci","ninety",212,"Podistera eastwoodiae",29,155,228,83
"low_ci","end",218,"Podistera eastwoodiae",29,155,228,83
"high_ci","onset",167,"Podistera eastwoodiae",29,155,228,83
"high_ci","tenth",186,"Podistera eastwoodiae",29,155,228,83
"high_ci","fifty",207,"Podistera eastwoodiae",29,155,228,83
"high_ci","ninety",223,"Podistera eastwoodiae",29,155,228,83
"high_ci","end",235,"Podistera eastwoodiae",29,155,228,83
"estimate","onset",145,"Polemonium confertum",16,176,222,78
"estimate","tenth",169,"Polemonium confertum",16,176,222,78
"estimate","fifty",196,"Polemonium confertum",16,176,222,78
"estimate","ninety",212,"Polemonium confertum",16,176,222,78
"estimate","end",223,"Polemonium confertum",16,176,222,78
"low_ci","onset",135,"Polemonium confertum",16,176,222,78
"low_ci","tenth",165,"Polemonium confertum",16,176,222,78
"low_ci","fifty",190,"Polemonium confertum",16,176,222,78
"low_ci","ninety",202,"Polemonium confertum",16,176,222,78
"low_ci","end",208,"Polemonium confertum",16,176,222,78
"high_ci","onset",164,"Polemonium confertum",16,176,222,78
"high_ci","tenth",181,"Polemonium confertum",16,176,222,78
"high_ci","fifty",201,"Polemonium confertum",16,176,222,78
"high_ci","ninety",220,"Polemonium confertum",16,176,222,78
"high_ci","end",231,"Polemonium confertum",16,176,222,78
"estimate","onset",156,"Polemonium foliosissimum",20,173,214,61
"estimate","tenth",178,"Polemonium foliosissimum",20,173,214,61
"estimate","fifty",197,"Polemonium foliosissimum",20,173,214,61
"estimate","ninety",209,"Polemonium foliosissimum",20,173,214,61
"estimate","end",217,"Polemonium foliosissimum",20,173,214,61
"low_ci","onset",147,"Polemonium foliosissimum",20,173,214,61
"low_ci","tenth",171,"Polemonium foliosissimum",20,173,214,61
"low_ci","fifty",192,"Polemonium foliosissimum",20,173,214,61
"low_ci","ninety",205,"Polemonium foliosissimum",20,173,214,61
"low_ci","end",211,"Polemonium foliosissimum",20,173,214,61
"high_ci","onset",166,"Polemonium foliosissimum",20,173,214,61
"high_ci","tenth",185,"Polemonium foliosissimum",20,173,214,61
"high_ci","fifty",201,"Polemonium foliosissimum",20,173,214,61
"high_ci","ninety",213,"Polemonium foliosissimum",20,173,214,61
"high_ci","end",221,"Polemonium foliosissimum",20,173,214,61
"estimate","onset",144,"Polemonium pulcherrimum",53,158,212,70
"estimate","tenth",171,"Polemonium pulcherrimum",53,158,212,70
"estimate","fifty",191,"Polemonium pulcherrimum",53,158,212,70
"estimate","ninety",206,"Polemonium pulcherrimum",53,158,212,70
"estimate","end",214,"Polemonium pulcherrimum",53,158,212,70
"low_ci","onset",139,"Polemonium pulcherrimum",53,158,212,70
"low_ci","tenth",164,"Polemonium pulcherrimum",53,158,212,70
"low_ci","fifty",187,"Polemonium pulcherrimum",53,158,212,70
"low_ci","ninety",202,"Polemonium pulcherrimum",53,158,212,70
"low_ci","end",210,"Polemonium pulcherrimum",53,158,212,70
"high_ci","onset",154,"Polemonium pulcherrimum",53,158,212,70
"high_ci","tenth",174,"Polemonium pulcherrimum",53,158,212,70
